id_attacker_group,attacker_group
1730,Jundul Khilafah (Philippines)
1731,June 16 Organization
1732,Just Punishment Brigades
1733,Justice and Equality Movement (JEM)
1734,Justice and Liberty Warriors
1735,Justice Army for Defenseless Peoples
1736,Justice Commandos for the Armenian Genocide
1737,Justice Guerrillas
1738,Justice Party
1739,Justicieros de la Frontera
1740,Juwa Party
1741,Kabataang Makabayan (KM)
1742,Kabul Government Agents
1743,Kach
1744,Kachin Independence Army (KIA)
1745,Kachin Insurgents
1746,Kahane Chai
1747,Kaingang Indians
1748,Kaitseliit Paramiltary Group
1749,Kaka-Tribesmen
1750,Kalpar Tribesmen
1751,Kamajor Hunters
1752,Kamal Boulander Group
1753,Kamal Udwan Unit of Palestinians
1754,Kampuchean Peoples National Liberation Army
1755,Kamtapur Liberation Organization (KLO)
1756,Kamwina Nsapu Militia
1757,Kanak Separatists
1758,Kanak Socialist National Liberation Front
1759,Kanakas
1760,Kanglei Yawol Kanna Lup (KYKL)
1761,Kangleipak Communist Party (KCP)
1762,Kani Brigade
1763,Kara clan
1764,Karabulak Gang
1765,Karamojong Warriors
1766,Karamyit Singh
1767,Karbi Longri National Liberation Front (KLNLF)
1768,Karbi Longri North Cachar Liberation Front (KLNLF)
1769,Karbi National Volunteers (KNV)
1770,Karbi People's Liberation Tigers (KPLT)
1771,Karbi Tribe
1772,Karen Insurgents
1773,Karen National Union
1774,Karenni National Progressive Party
1775,Karnataka State Farmers Association
1776,Kashmir Freedom Force
1777,Kashmiri extremists
1778,Kashmiri Hezbollah
1779,Kata'ib al-Imam Ali
1780,Kata'ib al-Khoul
1781,Kata'ib Hezbollah
1782,Kata'ib Sayyid al-Shuhada
1783,Katap Ethic Group
1784,Katsina Muslim Society
1785,Katsuhisa Omori
1786,Kawal ng Pilipinas (Soldier of the Philippines)
1787,Kazakhstan Liberation Army
1788,Kentavros
1789,Kenya African National Union (KANU)
1790,Kenyan rebels from Uganda
1791,Keshet
1792,Khaled Ibn al-Walid Army
1793,Khalid ibn Walid
1794,Khalid ibn Walid Brigade
1795,Khalistan Commando Force
1796,Khalistan Liberation Force
1797,Khalistan Zindabad (Long Live Khalistan)
1798,Kharkiv Partisans
1799,Khasi Students Union
1800,Khmer Bandits
1801,Khmer Rouge
1802,Khmer Serei Guerrillas
1803,Khomeini loyalists
1804,Khorasan Chapter of the Islamic State
1805,Khorasan jihadi group
1806,Khristos Kasimis
1807,Khumbuwan Mukti Morcha
1808,Khun Sa Guerrillas
1809,Kidnapping gang
1810,Kilafah Islamic Movement
1811,Kim Pyongnil Supporters
1812,King Street
1813,Kirat Janabadi Workers Party
1814,Kisan Indian Organization
1815,Kisar Liberation Movement
1816,Kisii Activists
1817,Kizilyurtovskiy Group
1818,Knights of Janzour
1819,Knights Templar (Caballeros Templarios)
1820,Koetoh Reh
1821,Kokang
1822,Kolla Benjo Cruz Command
1823,Koluama Seven Brothers
1824,Komando Jihad (Indonesian)
1825,Korea Univ. Students
1826,Korean Youth League
1827,Koreans
1828,Korubo Tribe
1829,Kosovo Liberation Army (KLA)
1830,Kotoko Tribal Group
1831,Kouweikhat Group
1832,Krause Group
1833,Krikapi Indians
1834,Ku Klux Klan
1835,Kuki Independent Organization (KIO/KIA)
1836,Kuki Liberation Army (KLA)
1837,Kuki National Army (KNA)
1838,Kuki National Front (KNF)
1839,Kuki National Liberation Front (KNLF)
1840,Kuki Revolutionary Army (KRA)
1841,Kuki Tribal Militants
1842,Kuki tribesmen
1843,Kuki Unification Frontal Organization (KUFO)
1844,Kuna Indians
1845,Kurdish Democratic Party-Iran (KDP)
1846,Kurdish Democratic Party-Iraq (KDP)
1847,Kurdish demonstrators
1848,Kurdish Dissidents
1849,Kurdish extremists
1850,Kurdish guerrillas
1851,Kurdish Independence Group (name unk)
1852,Kurdish Islamic Unity Party
1853,Kurdish Marxist Separatists
1854,Kurdish Oppositionists
1855,Kurdish Peshmerga Guerrillas
1856,Kurdish Protestors
1857,Kurdish Rebels
1858,Kurdish Separatists
1859,Kurdish Sympathizers
1860,Kurdistan Free Life Party
1861,Kurdistan Freedom Hawks (TAK)
1862,Kurdistan National Union
1863,Kurdistan Workers' Party (PKK)
1864,Kurds
1865,Kyongbuk University Dental College Students
1866,L'Asilo
1867,La Paz peasants federation
1868,Labor Union Leaders
1869,Lahij Province of the Islamic State
1870,Laiq Chanio Group of Dacoit Bandits
1871,Lama Group
1872,Landless Peasants' Movement (MST)
1873,Lashkar-e-Balochistan
1874,Lashkar-e-Islam (India)
1875,Lashkar-e-Islam (Pakistan)
1876,Lashkar-e-Jhangvi
1877,Lashkar-e-Omar
1878,Lashkar-e-Taiba (LeT)
1879,Lashkari-e-Adam (Army of Adam)
1880,Laskar Jihad
1881,Last Alternative Guerrilla Front
1882,Last Generation
1883,Latin America Anti-Communist Army (LAACA)
1884,Latin American Anti-Fascist Command
1885,Latvian Republic Volunteer Troops
1886,Lavalas Supporters
1887,League of Communists
1888,League of Damascus for Special Tasks
1889,League of French Fighters Against Jewish Occupation
1890,League of the 18
1891,Lebanese and Palestinian Resistance Fighters
1892,Lebanese Arab Army
1893,Lebanese Armed Revolutionary Faction (LARF)
1894,Lebanese Free Will Movement
1895,Lebanese Liberation Front
1896,Lebanese male
1897,Lebanese Man
1898,Lebanese National Resistance Front
1899,Lebanese Resistance Group
1900,Lebanese Secret Army
1901,Lebanese Socialist Revolutionary Organization
1902,Lebanese Terrorist Group
1903,Left wing activists
1904,Left wing student group
1905,Left-Wing Demonstrators
1906,Left-wing extremists
1907,Left-Wing Guerrillas
1908,Left-Wing Militants
1909,Left-Wing Terrorists
1910,Left-Wing Workers
1911,leftist guerrillas-Bolivarian militia
1912,Leftist youths
1913,Lehava
1914,Lekagak Tenggamati
1915,Lendu extremists
1916,Lendu militia
1917,Les Casseurs
1918,Lesotho Liberation Army (LLA)
1919,Libardo Moratoro Front
1920,Liberal Democratic Council for Missing Land
1921,Liberals of Galilee
1922,Liberation and Justice Movement (LJM)
1923,"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)"
1924,Liberation Battalion
1925,Liberation Commando Rudolf Hess
1926,Liberation Front of Southern Sudan
1927,Liberation Front of the Senegalese People
1928,Liberation Hawks
1929,Liberation of Achik Elite Force (LAEF)
1930,Liberation Tigers of Tamil Eelam (LTTE)
1931,Liberation War Veterans Association
1932,Liberation Youth Coordinating Board
1933,Liberia Peace Council
1934,Liberian Rebel Group
1935,Liberians United for Reconciliation and Democracy (LURD)
1936,Libya Revolutionaries Operations Room (LROR)
1937,Libya Shield Force
1938,Libyan
1939,Libyan Militia
1940,Libyan Students
1941,Liga Agraria Campesina
1942,Likud Political Party
1943,Lithuanian Land Guard
1944,Liwa Ahrar al-Sunna
1945,Liwa al-Haqq
1946,Liwa al-Islam
1947,Liwa al-Sham
1948,Liwa al-Tawhid
1949,Local Extremist
1950,Local landlord employee
1951,Local Residents
1952,Lolita Lebron Puerto Rican Liberation Command
1953,"Lone Wolves of Radical, Autonomous, Militant National Socialism"
1954,Long-time Muslim immigrants from Bangladesh
1955,Lord's Resistance Army (LRA)
1956,Lorenzo Zelaya Revolutionary Front (LZRF)
1957,Los Barriales
1958,Loyalist Action Force
1959,Loyalist Volunteer Forces (LVF)
1960,Loyalists
1961,Lufa Tribesmen
1962,Luhansk People's Republic
1963,Luis Boitel Commandos
1964,LW
1965,M-19 (Movement of April 19)
1966,M-19 Splinter
1967,M-5
1968,M-7
1969,M12J
1970,M23
1971,Ma'sadat al-Mujahideen
1972,Maasai
1973,Mabanese Defence Forces
1974,Maccabee Squad and the Shield of David
1975,Macedonian nationalists
1976,Macetos (Paramilitary Group)
1977,Macheteros
1978,Macina Liberation Front (FLM)
1979,Madhesh Mukti Sangram (MMS)
1980,Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal
1981,Madhesi Mukti Tigers (MMT)
1982,Madhesi People's Rights Forum (MPRF)
1983,Madhesi Virus Killers
1984,Mafia
1985,Magahat Militia
1986,Mahan Madhesh Janakantri Party (MMJP)- Nepal
1987,Mahaz Fedai Tahrik Islami Afghanistan
1988,Mahaz-e-Inquilab
1989,Mahaz-e-Milli Islami Afghanistan
1990,Mahdaviyat
1991,Mahdi Army
1992,Mahidi
1993,Mahir Cayan Suicide Group
1994,Mahsud Tribe
1995,Mai Mai Bakata Katanga Militia
1996,Mai Mai Charles Militia
1997,Mai Mai Hapa Na Pale
1998,Mai Mai Karakara Militia
1999,Mai Mai Kyandenga Militia
2000,Mai Mai Malaika Militia
2001,Mai Mai Manu Militia
2002,Mai Mai Mazembe Militia
2003,Mai Mai Portuguais Militia
2004,Mai Mai Simba Militia
2005,Mai Mai Yakutumba Militia
2006,Majerten clansmen
2007,Majlis-e-Askari
2008,Major Muhammad Zuhnyn Group
2009,Makhachkala Gang
2010,Malaysian Communist Party
2011,Male supremacists
2012,Mali students
2013,Malitia-Pro Govt
2014,Manatari Brotherhood
2015,Mandela Soccer Club
2016,Manipur Naga People's Army (MNPA)
2017,Manipur Nationalist Revolutionary Party (MNRP)
2018,Mano Blanca
2019,MANO-D
2020,Manuel Ascencio Padilla Group
2021,Manuel Gonzales Patriotic Front
2022,Manuel Jose Arce Commando
2023,Manuel Rodriguez Patriotic Front (FPMR)
2024,Maoist Communist Center (MCC)
2025,Maoist Communist Party (MKP)
2026,Maoist Communist Party of Manipur
2027,Maoist Farm Laborers Struggle Committee (MXSS)
2028,Maoists
2029,Maori
2030,Mapuche Ancestral Resistance (RAM)
2031,Mapuche extremists
2032,Marhan Clan
2033,Mariano Moreno National Liberation Commando
2034,Mariscal Lopez Army (EML)
2035,Martyr Abu Ja'far Group
2036,Martyr Ahmad Alishuay B Group
2037,Martyr al-Nimr Battalion
2038,Martyr Ali Nasir group
2039,Martyr Ciyager and Martyr Zeryan Revenge Units
2040,Martyr Riyad Taha Group
2041,Martyr Sami al-Ghul Brigades
2042,Martyrs Halim Group
2043,Martyrs of Baalbek
2044,Martyrs of La Talanguera
2045,Martyrs of Saad Sayel
2046,Martyrs of Tell Al-Zaltar
2047,Martyrs revenge organization
2048,Maruseido (Marxist Youth League)
2049,Marwan Al-Qawasimi and Amir Abu-Ayshah Group
2050,Marxist Peoples Fedayeen of Iran
2051,Marxist Resistance Movement
2052,Marxist-Leninist Armed Propaganda Unit
2053,Marxist-Leninist Communist Party (Turkey-MLKP)
2054,Marxists
2055,"Masada, Action and Defense Movement"
2056,Maskini Liberation Front
2057,Massive escape
2058,Matan Abdulle
2059,Mateo Morral Insurrectionist Commandos
2060,Maute Group
2061,Mawlawi and Mansour Group
2062,Maximiliano Gomez Revolutionary Brigade
2063,Maximiliano Hernandez Martinez Brigade
2064,May-15
2065,May 15 Organization for the Liberation of Palestine
2066,May 19 Communist Order
2067,May-36
2068,May-98
2069,Mayhem Squads
2070,Mayi Mayi
2071,Mazari Tribesmen
2072,Mazdoor Kisan Sangram Samiti (MKSS)
2073,Medellin Drug Cartel
2074,Medfaiyah Wal-Sewarigh Brigade
2075,Meibion Glyndwr
2076,Meinhof-Puig-Antich Group
2077,Meitei extremists
2078,Mercenaries
2079,Merille Militia
2080,Mesopotamian Army (MEZOR)
2081,Mexican Revolutionary Movement
2082,Mexican Students
2083,Miguel Angel Cabrera Command
2084,Miguel d'Escoto Brockman Community Movement
2085,Mikhail Kaltezas Anarchist Organization
2086,Milicias Rodriguistas
2087,Militant Argentine Patriots
2088,Militant Cells
2089,Militant Forces Against Huntingdon
2090,"Militant Islamic Group, name not stated"
2091,Militant Minority (Greece)
2092,Militant Moslem Pilgrims
2093,Militant Movement for Madagascan Socialism (MMSM)
2094,Militant Organization of Russian Nationalists
2095,Militant Peasants (NFI)
2096,Militant People's Revolutionary Forces
2097,Militant Welsh
2098,Militant Zionist Resistance Movement
2099,Militants
2100,Militants of the National Action Party
2101,Militarized Communist Party of Peru (MPCP)
2102,Military Command Council for the Salvation of the Republic (CCSMR)
2103,Military Council for the True Liberation of Albania
2104,Military Council of the Tribal Revolutionaries (MCTR)
2105,Military Liberation Front of Colombia
2106,Militia Members
2107,MILPAS Contras
2108,Miners
2109,Minorities of Metropolitan Attacks
2110,Minority Unity Forum
2111,Minutemen American Defense
2112,Misanthropic Division
2113,Miscreants
2114,Miskito Indian Organization
2115,Misrata Brigades
2116,Misseriya Arab Tribesmen
2117,Misurasata Indian Organization
2118,Misurata Rebels
2119,Mitiga Militia
2120,Mizo National Front
2121,MLA
2122,Mlada Bosna
2123,MNR of the Left
2124,Mob
2125,Modakeke Ethnic Activists
2126,Modakeke Ethnics
2127,Mog Liberation Party
2128,Mohajir National Movement
2129,Moles
2130,Mombasa Republican Council (MRC)
2131,Mon Guerrillas
2132,Mon Insurgents
2133,Mong Thai Army (MTA)
2134,Mongolian Mukti Morcha
2135,Montoneros (Argentina)
2136,Montoneros Patria Libre
2137,Moran Tiger Force (MTF)
2138,Morazanist Front for the Liberation of Honduras (FMLH)
2139,Mormon Extremist
2140,Moro Ghuraba
2141,Moro Islamic Liberation Front (MILF)
2142,Moro National Liberation Front (MNLF)
2143,Moro National Liberation Front Splinter group
2144,Moroccan extremists
2145,Moslem Activists
2146,Moslem opponents of Gemayel
2147,Moslem Paramilitary Group
2148,Motherland Party
2149,Mouhajiroune Brigade
2150,Mousa Ismail sub-clan
2151,Movement for Cuban Justice (Pragmatistas)
2152,Movement for Democracy and Development (MDD)
2153,Movement for Democracy and Justice in Chad (MDJT)
2154,Movement for Democratic Change (MDC)
2155,Movement for Dignity and Soverignty
2156,Movement for Oneness and Jihad in West Africa (MUJAO)
2157,Movement for Rebuilding Fatah
2158,Movement for Self-Determination
2159,Movement for the Actualization of the Sovereign State of Biafra (MASSOB)
2160,Movement for the Emancipation of the Niger Delta (MEND)
2161,Movement for the Protection of Jerusalem
2162,Movement for the Restoration of the Independence of Southern Cameroons
2163,Movement for the Salvation of Azawad (MSA)
2164,Movement for the Supremacy of Reason
2165,Movement for Triqui Unification and Struggle
2166,Movement of Democratic Forces of Casamance
2167,Movement of Islamic Action of Iraq
2168,Movement of Niger People for Justice (MNJ)
2169,Movement of the Islamic State (MEI)
2170,Movement of the Revolutionary Left (MIR) (Bolivia)
2171,Movement of the Revolutionary Left (MIR) (Chile)
2172,Movement of the Revolutionary Left (MIR) (Peru)
2173,Movement of the Revolutionary Left (MIR) (Venezuela)
2174,Movement of the Third Reich
2175,Movement of the youth in Tripoli
2176,Movimiento Revolucionario Alfarista (MRA) - Comuneros Montanas del Ecuador
2177,Mozambican Rebels
2178,Mozambique Liberation Front (FRELIMO)
2179,Mozambique National Resistance Movement (MNR)
2180,Mozambique Rightest Rebels
2181,Muhammed Shuqayr Group
2182,Mujahedeen Army
2183,Mujahedeen Brigades
2184,Mujahedeen Corps in Iraq
2185,Mujahedeen Group
2186,Mujahedeen Shura Council
2187,Mujahedeen Shura Council in the Environs of Jerusalem
2188,Mujahedin Kompak
2189,Mujahedin-e Khalq (MEK)
2190,Mujahideen Ansar
2191,Mujahideen Islam Pattani
2192,Mujahideen Kashmir
2193,Mujahidin Ambon
2194,Mujahidin Indonesia Timur (MIT)
2195,Mukhtar Army
2196,Mullah Dadullah Front
2197,Mullah Nazir Group
2198,Munadil al-Jumalyi Brigade
2199,Mungiki Sect
2200,Murle Tribe
2201,Musa Sudi Yalahow Militia
2202,Muslim Brotherhood
2203,Muslim Commando (Iraqi revolutionary brothers)
2204,Muslim Demonstrators
2205,Muslim extremists
2206,Muslim Fundamentalists
2207,Muslim Guerrillas
2208,Muslim Janbaz Force
2209,Muslim Liberation Front
2210,Muslim Militants
2211,Muslim Rebels
2212,Muslim Renewal
2213,Muslim Separatists
2214,Muslim United Army (MUA)
2215,Muslim United Liberation Tigers of Assam (MULTA)
2216,Muslim Youth
2217,Muslims
2218,Muslims Against Global Oppression (MAGO)
2219,Mustafa Aktas Fighting Unit
2220,Mustafa al-Hujairi Group
2221,Mutahida Majlis-e-Amal
2222,Mutassim Billah Gaddafi Battalion
2223,Muttahida Qami Movement (MQM)
2224,Mwakenya Dissident Movement
2225,Naga extremists
2226,Naga National Council (NNC)
2227,Naga People
2228,Naga People's Council (NPC)
2229,Naga Students Federation
2230,Nahzat e Eslami
2231,Najd Province of the Islamic State
2232,Najib Watan Party Faction
2233,Nalut Group
2234,Namchong-Nyon Students
2235,Nandi Tribe
2236,Nara Red Army
2237,Narco-Terrorists
2238,National Accord Movement
2239,National Alliance (Chad)
2240,National Anti Communist Commando
2241,National Anti-Corruption Front (FNA)
2242,National Army for the Liberation of Uganda (NALU)
2243,National Awami Party
2244,National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB)
2245,National Committee Against Independence (CNCI)
2246,National Committee for the Restoration of Democracy and State (CNRDR)
2247,National Committee to Combat Fascism
2248,National Congress for the Defense of the People (CNDP)
2249,National Council for Defense of Democracy (NCDD)
2250,National Council for Revival and Democracy (CNRD)
2251,National Council of Maubere Resistance
2252,National Defense Youth Corps
2253,National Democratic Alliance (NDA)
2254,National Democratic Alliance Army (NDAA-ESSA)
2255,National Democratic Alliance of Sudan
2256,National Democratic Front of Bodoland (NDFB)
2257,National Democratic Front of Liberia
2258,National Democratic Front-Bicol (NDF-Bicol)
2259,National Democratic Party
2260,National Development Party (NDP)
2261,National Freedom Party
2262,National Front (Greece)
2263,National Front Against Tigers (NFAT)
2264,National Front for the Liberation of Belgium
2265,National Front for the Liberation of Cuba (FLNC)
2266,National Front for the Revolution in Burundi (FRONABU-Tabara)
2267,National Front for the Salvation of Libya
2268,National Front Security Service
2269,National Independent Committee for Political Prisoners and Persecuted and Missing Persons
2270,National Integration Front (FIN)
2271,National League for Democracy
2272,National Liberation Alliance of Sa Kaeo
2273,National Liberation Army (Ecuador)
2274,National Liberation Army (El Salvador)
2275,National Liberation Army (Nepal)
2276,National Liberation Army (NLA) (Macedonia)
2277,National Liberation Army (Peru)
2278,National Liberation Army of Colombia (ELN)
2279,National Liberation Council of Taniland
2280,National Liberation Force of Bengalis (Bangali Janamukti Bahini)
2281,National Liberation Front (Ecuador)
2282,National Liberation Front (FNL) (Burundi)
2283,National Liberation Front (NLF-Syria)
2284,National Liberation Front of Chad
2285,National Liberation Front of Provence (FLNP)
2286,National Liberation Front of Tripura (NLFT)
2287,National Liberation Movement Party
2288,National Liberation People's Front (FPLN)
2289,National Liberation Union
2290,National Movement Against the Mahgreb Invasion
2291,National Movement of Iranian Resistance
2292,National Movement of Revolutionaries (MNR)
2293,National Movement of Soldiers in Shirts
2294,National Organization of Cypriot Fighters (EOKA)
2295,National Patriotic Front of Liberia (NPFL)
2296,National People's Movement Coordination Committee
2297,National People's Party (India)
2298,National People's Party (Rashtriya Janata Dal - RJD)
2299,National Redemption Front
2300,National Renewal Party
2301,National Republican Alliance Party
2302,National Republican Movement for Democracy and Development (MRND)
2303,National Resistance Movement (NRM)
2304,National Revolution
2305,National Revolutionary Command (Umar al-Mukhtar)
2306,National Revolutionary Front
2307,National Revolutionary Front of Manipur (NRFM)
2308,National Salvation Forces Organization
2309,National Salvation Front (NAS)
2310,National Santhali Liberation Army (NSLA)
2311,National Socialist Civic Workers Movement
2312,National Socialist Council of Nagaland
2313,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
2314,National Socialist Council of Nagaland-Khaplang (NSCN-K)
2315,National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK)
2316,National Socialist Council of Nagaland-Reformation (NSCN-R)
2317,National Socialist Council of Nagaland-Unification (NSCN-U)
2318,National Socialist Liberation Front
2319,National Socialist Underground
2320,National Thowheeth Jama'ath
2321,National Union for the Total Independence of Angola (UNITA)
2322,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia (FUNCINPEC)"
2323,National United Front of Democracy Against Dictatorship (UDD)
2324,National Youth Resistance Organization
2325,National Youth Service of Zimbabwe
2326,Nationalist Integrationist Front (FNI)
2327,Nationalist Intervention Group
2328,Nationalist Patriotic Alliance (APN)
2329,Natsionalnyi Druzhiny
2330,Nawasi Brigade
2331,Naxalites
2332,Nazhdak Radical Public Organization
2333,Nazi Boerestat Party
2334,Nduma Defense of Congo (NDC)
2335,Negara Islam Indonesia (NII)
2336,Neo-Fascist extremists
2337,Neo-Nazi extremists
2338,Nepal Defense Army
2339,Nepalbad Party
2340,Nepali Congress Party (NC)
2341,Nestor Paz Zamora Commission (CNPZ)
2342,New Armenian Resistance
2343,New caledonian independence supporters
2344,New Indigenous Army
2345,New Indigenous People's Army
2346,New Jewish Defense League
2347,New Order
2348,New Order- France
2349,New Partisans Movement
2350,New Patriotic Party (NPP)
2351,New People's Army (NPA)
2352,New Revolutionary Alternative (NRA)
2353,New Revolutionary Popular Struggle (NELA)
2354,New Ugandan Army
2355,New World Liberation Front (NWLF)
2356,New Year's Gang
2357,Ngumino militia
2358,Nicaraguan  Revolutionary Armed Force
2359,Nicaraguan Counter Revolutionaries (group unk)
2360,Nicaraguan Democratic Anti-Communist Movement
2361,Nicaraguan Democratic Force (FDN)
2362,Nicaraguan Patriotic Alliance (APN)
2363,Nicaraguan Resistance
2364,Nicaraguans protesting their government
2365,Niger Delta Avengers (NDA)
2366,Niger Delta extremists
2367,Niger Delta Forest Army (NDFA)
2368,Niger Delta Freedom Fighters (NDDF)
2369,Niger Delta Greenland Justice Mandate (NDGJM)
2370,Niger Delta Justice Defense Group (NDJDG)
2371,Niger Delta Liberation Force (NDLF)-Nigeria
2372,Niger Delta People's Volunteer Force (NDPVF)
2373,Niger Delta Vigilante (NDV)
2374,Nihilistic Patrol and Neighborhood Arsonists
2375,Nihilists Faction
2376,Nikhil Bharat Bangali Udbastu Samannay Samiti (NBBUSS)
2377,Ningo Tribe
2378,Ninjas
2379,Ninth of June Organization
2380,No Borders Group
2381,Nobles of Jordan
2382,Nomadic AFARS
2383,Nordic Resistance Movement
2384,Nordisk Rikspartiet (Nordic National Party)
2385,North Korean involvement commandos
2386,Northern Diriangen Front (FND)
2387,Northern Epirus Liberation Front (MAVI)
2388,Northern Terror Front
2389,November 10 (Bolivia)
2390,November 17 Revolutionary Organization (N17RO)
2391,November 21 Organization
2392,Nuclear Liberation Front
2393,Nuclei Communist Combattants
2394,Nucleus of Fighting Communists
2395,Nucleus of the Armed Struggle
2396,Nuer White Army
2397,Nur-al-Din al-Zinki Movement
2398,NVF
2399,Nyandan militia
2400,Nyatura Militia
2401,OAS-MRP
2402,October 11 Group
2403,October Third Movement
2404,Oct-80
2405,Odessa Underground
2406,Odua Peoples' Congress (OPC)
2407,Official Irish Republican Army (OIRA)
2408,Ogaden National Liberation Front (ONLF)
2409,Oglaigh na hEireann
2410,Ohabi Islamic Sect
2411,Okba Ibn Nafaa Brigade
2412,Okinawa Liberation League
2413,Omar Abdel Rahman Brigade
2414,Omar Bin Khattab Group
2415,Omar Mukhtar Militia
2416,Omar Torrijos Commando for Latin American Dignity
2417,Ombatse Cult
2418,Omega-7
2419,Operations of Martyr Ali Mansour
2420,Opossition 48 hour general strikers
2421,Opponents of disabled people
2422,Opponents of Regime
2423,Opposition Group
2424,Opposition Jatiya Samajtantrik Del Party
2425,Opposition Militants
2426,Opposition movement of Colon Province Unemployed
2427,OPR-33
2428,Orakzai Freedom Movement
2429,Orange Volunteers (OV)
2430,Orde Boerevoik
2431,Orfei Harsha'am
2432,Organizacion Democratica Nacionalista (ORDEN)
2433,Organization 544
2434,Organization Alliance of Cuban Intransigence
2435,Organization for Purging the Majlis (Parliament)
2436,Organization for Revolutionary Self Defense
2437,Organization for the Defense of Detainees Rights
2438,Organization for the Liberation of France from Jewish Occupation
2439,Organization for the oppresed in Egypt's Prisons
2440,Organization for Zionist Retribution
2441,Organization of Anti-Fascist Students
2442,Organization of Arab Fedayeen Cells
2443,Organization of Avenging Palestinian Youth
2444,Organization of Mauritanian Nationalists
2445,Organization of Metropolitan Proletariat and Oppressed Peoples
2446,Organization of Mujahadin of Islam
2447,Organization of Soldiers of the Levant
2448,Organization of the Sons of Occupied Territories
2449,Organization of Volunteers for the Puerto Rican Revolution
2450,Organized Comrades for Feminist Counter-Power
2451,Organized Comrads for Communism
2452,Organized Crime
2453,Organized Proletarian Communists
2454,Orly Organization
2455,Oromo Liberation Front
2456,Otpor
2457,Overall Deniers of Joining the Existing
2458,P.R.E.
2459,Pacific Popular Front
2460,Pacifist and Ecologist Committee
2461,Pagan Sect of the Mountain
2462,Pahadi Cheetah
2463,Pakistan Muslim League (PML)
2464,Pakistani People's Party (PPP)
2465,Pakistani trained terrorists
2466,Palestine Liberation Front (PLF)
2467,Palestine Liberation Organization (PLO)
2468,Palestinian Activists
2469,Palestinian Extremists
2470,Palestinian Forces
2471,Palestinian Hezbollah
2472,Palestinian Islamic Jihad (PIJ)
2473,Palestinian Liberation Command
2474,Palestinian Revolution Forces
2475,Palestinian Students
2476,Palestinian support group
2477,Palestinian-nationalist Lebanese joint movement
2478,Palestinian/Lebanese nationalists
2479,Palestinians
2480,Pan Africanist Congress (PAC)
2481,Pan-Turkish Organization
2482,Panama Defense Force
2483,Panthic Committee
2484,Paraguayan People's Army (EPP)
2485,Paramilitaries
2486,Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh
2487,Pareci Indians
2488,Partido Marxista-Leninista ng Pilipinas (PMLP)
2489,Partisan Sharpshooters
2490,Party for Democracy anti-nuclear-test protesters
2491,Party for the Liberation of the Hutu People (PALIPEHUTU)
2492,Party of National Conciliation
2493,Party Unity
2494,Pataxo Indians
2495,Pathalgadi Movement
2496,Pathan Tribal Group
2497,Patria Grande Ejercito del Pueblo
2498,Patria Nueva (New Country)
2499,Patria y Libertad (Fatherland and Liberty)
2500,Patriotic Command San Jose
2501,Patriotic Europeans against the Islamization of the West (PEGIDA)
2502,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD)
2503,Patriotic Liberation Front
2504,Patriotic Liberation Front (FPL)
2505,Patriotic Morazanista Front (FPM)
2506,Patriotic Moroccan Front
2507,Patriotic Resistance Army (ERP)
2508,Patriotic Resistance Front in Ituri (FRPI)
2509,Patriotic Union of Kurdistan (PUK)
2510,Patriotic Youth Movement of the Gabonese Defence and Security Forces
2511,Pattali Makkal Katchi (PMK)
2512,Pattani United Liberation Organization (PULO)
2513,Pattani United Liberation Organization-MKP (PULO-MKP)
2514,Paupa New Guinea Troops
2515,Peace at Home Council
2516,Peace Conquerors
2517,Peaceful Resistance Group of Mataquescuintla
2518,Peasant Militants
2519,Peasant protesters
2520,Peasant Self-Defense Group (ACCU)
2521,Peasant Squatters
2522,Pedro Albizu Campos Revolutionary Forces
2523,Pedro Leon Arboleda (PLA)
2524,Pemuda Pancasila
2525,Pentagon Kidnap Group
2526,People Against Gangsterism and Drugs (PAGAD)
2527,People's Alliance
2528,People's Amn Committee
2529,People's Armed Revolutionary Branch
2530,People's Army (Myanmar)
2531,People's Army (Nicaragua)
2532,People's Brigade For A Healthy Genetic Future
2533,People's Command
2534,People's Committee against Police Atrocities (PCPA)
2535,People's Defense Unit (Turkey)
2536,People's Democratic Army
2537,People's Democratic Council of Karbi Longri (PDCK)
2538,People's Democratic Party (PDP)
2539,People's Democratic Struggle Movement
2540,People's Fatherland Movement
2541,People's Guerrilla Front
2542,People's Guerrilla Movement
2543,People's Information Group
2544,People's Liberation Army (India)
2545,People's Liberation Army (Mexico)
2546,People's Liberation Army (Northern Ireland)
2547,People's Liberation Army (United States)
2548,People's Liberation Force
2549,People's Liberation Forces (FPL)
2550,People's Liberation Front (JVP)
2551,People's Liberation Front of India
2552,People's Liberation Front of Niger
2553,People's Liberation Movement
2554,People's Liberation Organization of Tamil Eelam
2555,People's Military Organization (OMP)
2556,People's Militia of Dagestan
2557,People's National Liberation Movement
2558,People's Path
2559,People's Protection Units (YPG)
2560,People's Rebellion
